pc_time_iso,esp_timestamp_us,pulse_count,rpm
2026-04-11T16:39:53.129826,32076641,0,0.0
2026-04-11T16:39:53.153753,32126641,0,0.0
2026-04-11T16:39:53.200140,32176641,0,0.0
2026-04-11T16:39:53.259335,32226641,0,0.0
2026-04-11T16:39:53.304002,32276641,0,0.0
2026-04-11T16:39:53.348833,32326641,0,0.0
2026-04-11T16:39:53.408367,32376641,0,0.0
2026-04-11T16:39:53.452533,32426641,0,0.0
2026-04-11T16:39:53.498500,32476641,0,0.0
2026-04-11T16:39:53.558751,32526641,0,0.0
2026-04-11T16:39:53.603044,32576641,0,0.0
2026-04-11T16:39:53.651983,32626641,0,0.0
2026-04-11T16:39:53.708117,32676641,0,0.0
2026-04-11T16:39:53.753886,32726641,0,0.0
2026-04-11T16:39:53.798767,32776641,0,0.0
2026-04-11T16:39:53.858512,32826641,0,0.0
2026-04-11T16:39:53.903381,32876641,0,0.0
2026-04-11T16:39:53.948124,32926641,0,0.0
2026-04-11T16:39:54.008070,32976641,0,0.0
2026-04-11T16:39:54.053030,33026641,0,0.0
2026-04-11T16:39:54.098217,33076641,0,0.0
2026-04-11T16:39:54.158136,33126641,0,0.0
2026-04-11T16:39:54.233675,33176641,0,0.0
2026-04-11T16:39:54.297879,33226641,0,0.0
2026-04-11T16:39:54.357105,33276639,7,8400.0
2026-04-11T16:39:54.359931,33326641,0,0.0
2026-04-11T16:39:54.415102,33376641,2,2400.0
2026-04-11T16:39:54.472231,33426641,0,0.0
2026-04-11T16:39:54.533127,33476641,0,0.0
2026-04-11T16:39:54.593763,33526641,0,0.0
2026-04-11T16:39:54.594308,33576639,0,0.0
2026-04-11T16:39:54.652697,33626641,0,0.0
2026-04-11T16:39:54.713481,33676641,0,0.0
2026-04-11T16:39:54.773498,33726641,7,8400.0
2026-04-11T16:39:54.833700,33776641,40,48000.0
2026-04-11T16:39:54.893457,33826641,102,122400.0
2026-04-11T16:39:54.952989,33876639,163,195600.0
2026-04-11T16:39:54.953574,33926641,217,260400.0
2026-04-11T16:39:55.013231,33976641,261,313200.0
2026-04-11T16:39:55.073240,34026641,271,325200.0
2026-04-11T16:39:55.132967,34076641,192,230400.0
2026-04-11T16:39:55.193460,34126641,175,210000.0
2026-04-11T16:39:55.253228,34176639,181,217200.0
2026-04-11T16:39:55.253706,34226641,185,222000.0
2026-04-11T16:39:55.313681,34276641,189,226800.0
2026-04-11T16:39:55.374637,34326641,191,229200.0
2026-04-11T16:39:55.434076,34376641,191,229200.0
2026-04-11T16:39:55.493248,34426641,188,225600.0
2026-04-11T16:39:55.553290,34476639,183,219600.0
2026-04-11T16:39:55.553979,34526641,178,213600.0
2026-04-11T16:39:55.613359,34576641,186,223200.0
2026-04-11T16:39:55.674704,34626639,247,296400.0
2026-04-11T16:39:55.733792,34676641,291,349200.0
2026-04-11T16:39:55.795203,34726641,274,328800.0
2026-04-11T16:39:55.912636,34776639,259,310800.0
2026-04-11T16:39:55.913326,34826641,245,294000.0
2026-04-11T16:39:55.913541,34876639,233,279600.0
2026-04-11T16:39:55.972421,34926643,221,265200.0
2026-04-11T16:39:56.032545,34976641,210,252000.0
2026-04-11T16:39:56.092548,35026641,200,240000.0
2026-04-11T16:39:56.153062,35076639,195,234000.0
2026-04-11T16:39:56.153395,35126641,207,248400.0
2026-04-11T16:39:56.213236,35176641,245,294000.0
2026-04-11T16:39:56.273821,35226641,253,303600.0
2026-04-11T16:39:56.333570,35276641,182,218400.0
2026-04-11T16:39:56.393853,35326641,202,242400.0
2026-04-11T16:39:56.453323,35376639,210,252000.0
2026-04-11T16:39:56.454348,35426641,213,255600.0
2026-04-11T16:39:56.514184,35476641,211,253200.0
2026-04-11T16:39:56.572896,35526641,200,240000.0
2026-04-11T16:39:56.635015,35576641,187,224400.0
2026-04-11T16:39:56.694154,35626641,176,211200.0
2026-04-11T16:39:56.753695,35676639,186,223200.0
2026-04-11T16:39:56.754465,35726641,266,319200.0
2026-04-11T16:39:56.813485,35776641,286,343200.0
2026-04-11T16:39:56.874027,35826641,271,325200.0
2026-04-11T16:39:56.934128,35876641,256,307200.0
2026-04-11T16:39:56.993671,35926641,241,289200.0
2026-04-11T16:39:57.054760,35976640,229,274800.0
2026-04-11T16:39:57.055843,36026641,218,261600.0
2026-04-11T16:39:57.114794,36076641,207,248400.0
2026-04-11T16:39:57.174079,36126641,199,238800.0
2026-04-11T16:39:57.234345,36176641,190,228000.0
2026-04-11T16:39:57.353830,36226641,182,218400.0
2026-04-11T16:39:57.354865,36276639,176,211200.0
2026-04-11T16:39:57.356184,36326639,170,204000.0
2026-04-11T16:39:57.414003,36376641,163,195600.0
2026-04-11T16:39:57.473031,36426641,157,188400.0
2026-04-11T16:39:57.533206,36476641,152,182400.0
2026-04-11T16:39:57.593230,36526641,146,175200.0
2026-04-11T16:39:57.653673,36576639,141,169200.0
2026-04-11T16:39:57.655431,36626641,136,163200.0
2026-04-11T16:39:57.713665,36676641,132,158400.0
2026-04-11T16:39:57.774134,36726641,127,152400.0
2026-04-11T16:39:57.834438,36776641,124,148800.0
2026-04-11T16:39:57.893241,36826641,120,144000.0
2026-04-11T16:39:57.953556,36876639,115,138000.0
2026-04-11T16:39:57.954103,36926641,113,135600.0
2026-04-11T16:39:58.013450,36976641,109,130800.0
2026-04-11T16:39:58.074437,37026641,106,127200.0
2026-04-11T16:39:58.134052,37076641,103,123600.0
2026-04-11T16:39:58.194185,37126641,100,120000.0
2026-04-11T16:39:58.254252,37176639,97,116400.0
2026-04-11T16:39:58.255340,37226641,94,112800.0
2026-04-11T16:39:58.313464,37276641,91,109200.0
2026-04-11T16:39:58.375053,37326641,90,108000.0
2026-04-11T16:39:58.435527,37376641,86,103200.0
2026-04-11T16:39:58.494374,37426641,85,102000.0
2026-04-11T16:39:58.555672,37476639,81,97200.0
2026-04-11T16:39:58.556768,37526641,80,96000.0
2026-04-11T16:39:58.614571,37576641,78,93600.0
2026-04-11T16:39:58.676279,37626641,74,88800.0
