pc_time_iso,esp_timestamp_us,pulse_count,rpm
2026-04-11T17:16:51.599964,1278925390,0,0.0
2026-04-11T17:16:51.793164,1279175399,0,0.0
2026-04-11T17:16:52.002948,1279375392,0,0.0
2026-04-11T17:16:52.198138,1279575390,0,0.0
2026-04-11T17:16:52.392413,1279775390,0,0.0
2026-04-11T17:16:52.603214,1279975390,0,0.0
2026-04-11T17:16:52.812585,1280175390,0,0.0
2026-04-11T17:16:53.052589,1280375390,13,15600.0
2026-04-11T17:16:53.232968,1280575390,8,9600.0
2026-04-11T17:16:53.412560,1280775390,8,9600.0
2026-04-11T17:16:53.653141,1280975390,11,13200.0
2026-04-11T17:16:53.832797,1281175390,13,15600.0
2026-04-11T17:16:54.018035,1281375390,16,19200.0
2026-04-11T17:16:54.254141,1281575390,20,24000.0
2026-04-11T17:16:54.437330,1281775390,24,28800.0
2026-04-11T17:16:54.673399,1281975390,31,37200.0
2026-04-11T17:16:54.852323,1282175390,44,52800.0
2026-04-11T17:16:55.032639,1282375390,54,64800.0
2026-04-11T17:16:55.277279,1282575390,63,75600.0
2026-04-11T17:16:55.455076,1282775390,72,86400.0
2026-04-11T17:16:55.634177,1282975390,74,88800.0
2026-04-11T17:16:55.874611,1283175392,76,91200.0
2026-04-11T17:16:56.052431,1283375390,74,88800.0
2026-04-11T17:16:56.292858,1283575390,73,87600.0
2026-04-11T17:16:56.472448,1283775390,76,91200.0
2026-04-11T17:16:56.652838,1284025397,76,91200.0
2026-04-11T17:16:56.892869,1284225390,73,87600.0
2026-04-11T17:16:57.073147,1284425390,69,82800.0
2026-04-11T17:16:57.252227,1284625390,64,76800.0
2026-04-11T17:16:57.504916,1284825390,60,72000.0
2026-04-11T17:16:57.674050,1285025390,62,74400.0
2026-04-11T17:16:57.911421,1285225390,67,80400.0
2026-04-11T17:16:58.092047,1285425390,68,81600.0
2026-04-11T17:16:58.273417,1285625390,69,82800.0
2026-04-11T17:16:58.511813,1285825390,72,86400.0
2026-04-11T17:16:58.692139,1286025390,75,90000.0
2026-04-11T17:16:58.873000,1286225390,82,98400.0
2026-04-11T17:16:59.112091,1286425390,86,103200.0
2026-04-11T17:16:59.292133,1286625390,88,105600.0
2026-04-11T17:16:59.544641,1286825390,88,105600.0
2026-04-11T17:16:59.712741,1287025390,84,100800.0
2026-04-11T17:16:59.898650,1287225390,80,96000.0
2026-04-11T17:17:00.137197,1287425390,77,92400.0
2026-04-11T17:17:00.317000,1287625390,74,88800.0
2026-04-11T17:17:00.495702,1287825390,70,84000.0
2026-04-11T17:17:00.733106,1288025390,67,80400.0
2026-04-11T17:17:00.912322,1288275394,67,80400.0
2026-04-11T17:17:01.152801,1288475390,67,80400.0
2026-04-11T17:17:01.332029,1288675390,68,81600.0
2026-04-11T17:17:01.512133,1288875390,67,80400.0
2026-04-11T17:17:01.758747,1289075390,65,78000.0
2026-04-11T17:17:01.932106,1289275390,60,72000.0
2026-04-11T17:17:02.115676,1289475390,61,73200.0
2026-04-11T17:17:02.356362,1289675390,65,78000.0
2026-04-11T17:17:02.538925,1289875390,73,87600.0
2026-04-11T17:17:02.772721,1290075390,81,97200.0
2026-04-11T17:17:03.011927,1290275390,87,104400.0
2026-04-11T17:17:03.132696,1290475390,88,105600.0
2026-04-11T17:17:03.432812,1290675390,87,104400.0
2026-04-11T17:17:03.552117,1290875390,89,106800.0
2026-04-11T17:17:03.911851,1291075390,100,120000.0
2026-04-11T17:17:03.972973,1291275390,100,120000.0
2026-04-11T17:17:04.152177,1291475390,95,114000.0
2026-04-11T17:17:04.333068,1291675390,89,106800.0
2026-04-11T17:17:04.632483,1291875390,84,100800.0
2026-04-11T17:17:04.752183,1292075390,82,98400.0
2026-04-11T17:17:04.992450,1292275390,83,99600.0
2026-04-11T17:17:05.173156,1292525394,86,103200.0
2026-04-11T17:17:05.353480,1292725390,85,102000.0
2026-04-11T17:17:05.592311,1292925390,91,109200.0
2026-04-11T17:17:05.771244,1293125390,95,114000.0
2026-04-11T17:17:05.952819,1293325390,101,121200.0
2026-04-11T17:17:06.192564,1293525390,104,124800.0
2026-04-11T17:17:06.372505,1293725390,104,124800.0
2026-04-11T17:17:06.614412,1293925390,106,127200.0
2026-04-11T17:17:06.792691,1294125390,106,127200.0
2026-04-11T17:17:06.972431,1294325390,106,127200.0
2026-04-11T17:17:07.212932,1294525390,107,128400.0
2026-04-11T17:17:07.392549,1294725390,109,130800.0
2026-04-11T17:17:07.633321,1294925390,106,127200.0
2026-04-11T17:17:07.812986,1295125390,104,124800.0
2026-04-11T17:17:07.992952,1295325390,104,124800.0
2026-04-11T17:17:08.232337,1295525390,103,123600.0
2026-04-11T17:17:08.412532,1295725390,104,124800.0
2026-04-11T17:17:08.591815,1295925390,101,121200.0
2026-04-11T17:17:08.831777,1296125390,94,112800.0
2026-04-11T17:17:09.013672,1296325390,87,104400.0
2026-04-11T17:17:09.194834,1296525390,82,98400.0
2026-04-11T17:17:09.432978,1296775392,77,92400.0
2026-04-11T17:17:09.614325,1296975390,70,84000.0
2026-04-11T17:17:09.852998,1297175390,66,79200.0
2026-04-11T17:17:10.038377,1297375390,63,75600.0
2026-04-11T17:17:10.211935,1297575390,55,66000.0
2026-04-11T17:17:10.452315,1297775390,47,56400.0
2026-04-11T17:17:10.632703,1297975390,42,50400.0
2026-04-11T17:17:10.813131,1298175390,42,50400.0
2026-04-11T17:17:11.053399,1298375392,40,48000.0
2026-04-11T17:17:11.232284,1298575390,38,45600.0
2026-04-11T17:17:11.473018,1298775390,38,45600.0
2026-04-11T17:17:11.654671,1298975390,36,43200.0
2026-04-11T17:17:11.833782,1299175390,36,43200.0
2026-04-11T17:17:12.074657,1299375390,33,39600.0
2026-04-11T17:17:12.362078,1299575390,33,39600.0
2026-04-11T17:17:12.439509,1299775390,35,42000.0
2026-04-11T17:17:12.672587,1299975390,33,39600.0
2026-04-11T17:17:12.853370,1300175390,33,39600.0
2026-04-11T17:17:13.095231,1300375390,39,46800.0
2026-04-11T17:17:13.273082,1300575390,35,42000.0
2026-04-11T17:17:13.452220,1300775390,33,39600.0
2026-04-11T17:17:13.692143,1300975390,29,34800.0
2026-04-11T17:17:13.872351,1301225393,26,31200.0
2026-04-11T17:17:14.112509,1301425390,25,30000.0
2026-04-11T17:17:14.293104,1301625390,25,30000.0
2026-04-11T17:17:14.472517,1301825390,33,39600.0
2026-04-11T17:17:14.652520,1302025390,41,49200.0
2026-04-11T17:17:14.891510,1302225390,47,56400.0
2026-04-11T17:17:15.073501,1302425390,53,63600.0
2026-04-11T17:17:15.311601,1302625390,59,70800.0
2026-04-11T17:17:15.492159,1302825390,64,76800.0
2026-04-11T17:17:15.672367,1303025390,70,84000.0
2026-04-11T17:17:15.912545,1303225390,73,87600.0
2026-04-11T17:17:16.093773,1303425390,73,87600.0
2026-04-11T17:17:16.272829,1303625390,76,91200.0
2026-04-11T17:17:16.512156,1303825390,81,97200.0
2026-04-11T17:17:16.692209,1304025390,85,102000.0
2026-04-11T17:17:16.933315,1304225390,88,105600.0
2026-04-11T17:17:17.112334,1304425390,93,111600.0
2026-04-11T17:17:17.293017,1304625390,97,116400.0
2026-04-11T17:17:17.532137,1304825390,96,115200.0
2026-04-11T17:17:17.712140,1305025390,98,117600.0
2026-04-11T17:17:17.894558,1305225390,99,118800.0
2026-04-11T17:17:18.138284,1305425390,103,123600.0
2026-04-11T17:17:18.336047,1305675393,116,139200.0
2026-04-11T17:17:18.553965,1305875390,122,146400.0
2026-04-11T17:17:18.734537,1306075390,135,162000.0
2026-04-11T17:17:18.916608,1306275390,137,164400.0
2026-04-11T17:17:19.213831,1306475390,138,165600.0
2026-04-11T17:17:19.333827,1306675390,139,166800.0
2026-04-11T17:17:19.514525,1306875390,130,156000.0
2026-04-11T17:17:19.751814,1307075390,138,165600.0
2026-04-11T17:17:19.932617,1307275390,140,168000.0
2026-04-11T17:17:20.173536,1307475390,142,170400.0
2026-04-11T17:17:20.352103,1307675390,144,172800.0
2026-04-11T17:17:20.532726,1307875390,149,178800.0
2026-04-11T17:17:20.772405,1308075390,144,172800.0
2026-04-11T17:17:20.952418,1308275392,143,171600.0
2026-04-11T17:17:21.132756,1308475390,137,164400.0
2026-04-11T17:17:21.371638,1308675390,131,157200.0
2026-04-11T17:17:21.552025,1308875390,133,159600.0
2026-04-11T17:17:21.792214,1309075390,134,160800.0
2026-04-11T17:17:21.974864,1309275390,126,151200.0
2026-04-11T17:17:22.152691,1309475390,119,142800.0
2026-04-11T17:17:22.392217,1309675390,112,134400.0
2026-04-11T17:17:22.572052,1309925393,110,132000.0
2026-04-11T17:17:22.753851,1310125390,104,124800.0
2026-04-11T17:17:22.994044,1310325392,101,121200.0
2026-04-11T17:17:23.172428,1310525390,95,114000.0
2026-04-11T17:17:23.412612,1310725390,87,104400.0
2026-04-11T17:17:23.592951,1310925390,80,96000.0
2026-04-11T17:17:23.772963,1311125390,71,85200.0
2026-04-11T17:17:24.012378,1311325390,64,76800.0
2026-04-11T17:17:24.192449,1311525390,58,69600.0
